comment,nickname,rank,tilte 
来了来了,放学后求别打,15,我要表白CN Dota，我要上头条！！！
kleileleili,thbdy,13,本狗头人昨天刚收到研究生offer
1008610086 发表于 2015-2-10 10:50继续吹maybe和cty现在最多就是差不多一个境遇谁也别踩谁真的吗？,vaevaevv,23,Maybe终究是能打出来的，CTY则不一定
据为己有,stjsy,15,就是想把你据为己有
据为己有^o^,82〇,14,就是想把你据为己有
起码是甲鱼的四倍把,沅江小鲤鱼,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来了来了,dogfe416,20,我要表白CN Dota，我要上头条！！！
狗头人不喜欢,揭盖赢大奖,23,本狗头人昨天刚收到研究生offer
象牙 发表于 2016-6-29 15:53别吹了 这种问题毫无意义，maybe上就一定赢吗，面对对面这个无敌tb，这场妖精爆炸了，maybe打可能好一点 ...不一定赢啊，但是他天梯分高啊，你好久没输出天梯分低下的赖皮狗了呢，还是说你也是看人输出的？,yujiacyl,23,Maybe终究是能打出来的，CTY则不一定
隔着屏幕都能感受到熊弟们的笑声,hmpjsnsg,22,就是想把你据为己有
必须两万,sgamerll,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
上上上上他妈的,我爱龙宝川,15,我要表白CN Dota，我要上头条！！！
这个坟挖的可以,坑爹呢你妹的,21,Maybe终究是能打出来的，CTY则不一定
#在这里快速回复#隔着屏幕都能感受到熊弟们的笑声  ,李1,25,就是想把你据为己有
不知道不知道不知道不知道,looong123,11,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
lei了lei了,路上的小火枪,20,我要表白CN Dota，我要上头条！！！
这个坟挖的我霉憋粉都不好意思了,手搭凉棚,20,Maybe终究是能打出来的，CTY则不一定
muted,467091836,4,就是想把你据为己有
回复个蛋啊,mumu12345,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
走了走了,月山习,14,我要表白CN Dota，我要上头条！！！
事不由人 发表于 2016-6-29 15:59前面发挥还可以的   前期对面3个人GANK他死前还放了陨石QQQ带走了女王     关键对线期一过这边就毫无节奏 ...确实，感觉打出了很多卡尔都打不出的前期效果，但中期开始就姜掉了。可能是没人给他制造输出环境吧，感觉CTY需要一定的输出环境才能打出输出。这局R神的大牛换潮汐，也许会好很多，但潮汐好像没了。,ydyd,23,Maybe终究是能打出来的，CTY则不一定
哈哈哈哈又挖坟,StrongDD,22,就是想把你据为己有
痛回痛回,970051690,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来了来了,1051946951@qq.c,20,我要表白CN Dota，我要上头条！！！
 本帖最后由 象牙 于 2016-6-29 16:04 编辑 小井金勋 发表于 2016-6-29 15:55你放心，换maybe上，妖精中期不可能这么顺，有个头永远缩在壳子里，就等着鳖出刷新A才敢打的卡尔，妖精想 ...maybe上，可能女王难受点，但是你要考虑到卡尔这个英雄的特*，前期也是个刷钱的英雄，再配幽鬼，是会没声音的，幽鬼最舒服的节奏是队友和对面开打自己farm加切入，但是这把vg做不到这点就僵了。maybe卡尔为什么刷得这么舒服就是主c往往配个打架的carry，他卡尔发挥空间大。,象牙,22,Maybe终究是能打出来的，CTY则不一定
当我一个人的肉便器好吗,魂之挽鸽,20,就是想把你据为己有
职业圈最努力的甲鱼 DOTA2游戏时间起码是Fear的2倍! 3W真真的!,在耕田中勿扰,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
2333333333333333,qdaqd123,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
【猴子尖啸】上头条，你咋不上天呢？？.,CapAmeTrk,15,我要表白CN Dota，我要上头条！！！
这个坟。。。。  ,独行,22,Maybe终究是能打出来的，CTY则不一定
据为己有^o^,再黑我萌P砍你们全家,23,就是想把你据为己有
回复65555555,Purinpurin,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
lei了lei了,hyoka,14,我要表白CN Dota，我要上头条！！！
muted,好奇奇奇,4,Maybe终究是能打出来的，CTY则不一定
来了来了,watkyns,23,就是想把你据为己有
回复看一眼,q464486424,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
 lei了lei了,hercMoray,22,我要表白CN Dota，我要上头条！！！
回复本帖可获得 66 枚金币奖励! 每人限 1 次,peng2386,21,我要表白CN Dota，我要上头条！！！
象牙 发表于 2016-6-29 15:53别吹了 这种问题毫无意义，maybe上就一定赢吗，面对对面这个无敌tb，这场妖精爆炸了，maybe打可能好一点 ...。。看了chuan复盘 cty那个技能，，陨石放出来切了推波 还是反向q 不知道他在干什么。。他这个卡尔真的是太烂了,escaper2014,22,Maybe终究是能打出来的，CTY则不一定
楼主真乃神人也,liaoyiyan,14,Maybe终究是能打出来的，CTY则不一定
这个帖子还能挖的起来的卧槽,wangllhhhh,21,就是想把你据为己有
111111111111111111111,DaSan℡,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来了来了,珈百璃,23,我要表白CN Dota，我要上头条！！！
yd23425 发表于 2016-6-29 16:03确实，感觉打出了很多卡尔都打不出的前期效果，但中期开始就姜掉了。可能是没人给他制造输出环境吧，感觉 ...既然选了SPE  完全可以让大牛4啊，3号位选一个有节奏能力的，VG这阵容  SPE1.大牛3，萨尔，VS     指望火卡中期带节奏也是活在梦里         不过忘了R神玩不来节奏英雄了，回家局就选这么个阵容，说实在话卡尔确实难发挥,事不由人,23,Maybe终究是能打出来的，CTY则不一定
每天都要被人挖一次,tc260,22,就是想把你据为己有
起码三万   ,九月的寂寞,22,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
哦呀        ,fpangze,20,我要表白CN Dota，我要上头条！！！
我,gin00,14,我要表白CN Dota，我要上头条！！！
vaevaevv 发表于 2016-6-29 16:01真的吗？一年前你还挖今天cty被虐然而maybe正在被igv吊打,玫瑰老鼠,25,Maybe终究是能打出来的，CTY则不一定
.................,仁义无双蔡宜峰,27,就是想把你据为己有
肯定不如美国甲鱼高啊,时崎狂三窝宣妮,3,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来了来了来自: Android客户端,杰米尼,1,我要表白CN Dota，我要上头条！！！
象牙 发表于 2016-6-29 16:03maybe上，可能女王难受点，但是你要考虑到卡尔这个英雄的特*，前期也是个刷钱的英雄，再配幽鬼，是会没声 ...技能甩的跟屎一样和别人什么关系。。。。。。。。。。。。。,猴崽★,22,Maybe终究是能打出来的，CTY则不一定
我来补一铲,han25755,14,就是想把你据为己有
？？紧跟婆婆磨破,Yugioh12,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来了来了,6683918,14,我要表白CN Dota，我要上头条！！！
据为己有嘛,梨花reefur,20,就是想把你据为己有
1800000小时起码,HerTechnique,15,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
muted,低俗年代,4,我要表白CN Dota，我要上头条！！！
为啥我又在第一页看到这个,再黑我萌P砍你们全家,23,就是想把你据为己有
muted,god012,4,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
@蓝绫樱柔,再黑我萌P砍你们全家,23,就是想把你据为己有
fffffffffffffffffffffffffffffffffffffffff,dlaaaa,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
据为己有~~~~~~~,咸鱼鱼,25,就是想把你据为己有
Bishizheyangde,窗帘兔,15,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
这帖子我他吗真的看笑了哈哈,棱镜,20,就是想把你据为己有
6666666666666,九现神龙,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
这个坟挖的可以,magicfor3,22,Maybe终究是能打出来的，CTY则不一定
可以可以,guoba0z1,20,Maybe终究是能打出来的，CTY则不一定
象牙 发表于 2016-6-29 16:03maybe上，可能女王难受点，但是你要考虑到卡尔这个英雄的特*，前期也是个刷钱的英雄，再配幽鬼，是会没声 ...是的啊，这个阵容完全没有先手的。。。。。。。指望VS换？萨尔D，还是大牛踩啊，   这一局中期卡尔确实太难玩了   前期表现已经不错了   塔下陨石QQQ反杀QOP,事不由人,23,Maybe终究是能打出来的，CTY则不一定
yd23425 发表于 2016-6-29 16:03确实，感觉打出了很多卡尔都打不出的前期效果，但中期开始就姜掉了。可能是没人给他制造输出环境吧，感觉 ...大牛踩住5秒你和我说没输出环境……大牛和卡尔搭配远好于抄袭和卡尔搭配。踩住了你卡尔技能再空麻烦就回家练练吧……比吹风吹起来还好连。（不过大牛和辉耀的相*是真的差，想不通为什么选个幽鬼配大牛。）,treefern,13,Maybe终究是能打出来的，CTY则不一定
1008610086 发表于 2016-6-29 16:08一年前你还挖今天cty被虐然而maybe正在被igv吊打等于说wca要和ti比？你跟我玩一场论？cty可不是一场，而是春季赛，ti，进都进不去！,vaevaevv,23,Maybe终究是能打出来的，CTY则不一定
yd23425 发表于 2016-6-29 16:03确实，感觉打出了很多卡尔都打不出的前期效果，但中期开始就姜掉了。可能是没人给他制造输出环境吧，感觉 ...大牛踩住5秒你和我说没输出环境……大牛和卡尔搭配远好于抄袭和卡尔搭配。踩住了你卡尔技能再空麻烦就回家练练吧……比吹风吹起来还好连。（不过大牛和辉耀的相*是真的差，想不通为什么选个幽鬼配大牛。）,treefern,13,Maybe终究是能打出来的，CTY则不一定
vaevaevv 发表于 2016-6-29 16:10等于说wca要和ti比？你跟我玩一场论？cty可不是一场，而是春季赛，ti，进都进不去！ ...虽然我一直觉得现在的VG拿不到小黑就是屎一样的配合但是你挖一个一年前的贴子不就是因为今天输了,玫瑰老鼠,25,Maybe终究是能打出来的，CTY则不一定
哈哈哈哈哈哈,庄笔,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
象牙 发表于 2016-6-29 16:03maybe上，可能女王难受点，但是你要考虑到卡尔这个英雄的特*，前期也是个刷钱的英雄，再配幽鬼，是会没声 ...不管你信不信，当时ti5在lgd，maybe非常爱找sylar俩人打架，所以这把cty换maybe，配合sylar的幽鬼大，中期绝对不能憋着刷好吧,小井金勋,14,Maybe终究是能打出来的，CTY则不一定
回复可见,ppx12345,15,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
居然设置回复可见。,gringoire,35,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
小鹿乱撞卧槽,走中被杀打后被压,20,就是想把你据为己有
1008610086 发表于 2016-6-29 16:12虽然我一直觉得现在的VG拿不到小黑就是屎一样的配合但是你挖一个一年前的贴子不就是因为今天输了 ...不是我挖的，我只是碰巧看到的。确实是因为今天输了，但是wca的一场比赛能和ti的回家局比吗？他之所以要打预选，春季赛进不去，ti进不去，是因为坑了很长时间，而不是一场坑。maybe能进ti，也是因为大部分表现还是不错的。局和局不一样，造成这样居民的原因也不一样,vaevaevv,23,Maybe终究是能打出来的，CTY则不一定
111111111111,adsll,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
嘿嘿嘿嘿嘿呵呵,aiyuc,14,就是想把你据为己有
 这个坟。。。。,IMPACT,22,Maybe终究是能打出来的，CTY则不一定
vaevaevv 发表于 2016-6-29 16:15不是我挖的，我只是碰巧看到的。确实是因为今天输了，但是wca的一场比赛能和ti的回家局比吗？他之所以 ...之所以去不了是因为去VG 然而VG在转会以后换人了黑人要讲道理啊如果你这么算的话 那MDL夺冠的时候cty不是全程大腿？今天其实vgr打的这么垃圾了 还是赢不了原因并不是一个人的，VG在拿不到小黑体系的时候团战就是屎一样,玫瑰老鼠,25,Maybe终究是能打出来的，CTY则不一定
讨论       ,AltriaPendragon,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
来看看，，，，，，,一夜何求,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
天天挖坟哈哈哈哈哈,梨花reefur,20,就是想把你据为己有
可以可以，这很燃烧。,面贩卢云,22,Maybe终究是能打出来的，CTY则不一定
坎坎坷坷看看,屌丝兔斯基,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
 隔着屏幕都能感受到熊弟们的笑声,sikimashiro,22,就是想把你据为己有
1008610086 发表于 2016-6-29 16:17之所以去不了是因为去VG 然而VG在转会以后换人了黑人要讲道理啊如果你这么算的话 那MDL夺冠的时候cty不 ...给你预选赛了。根本原因自然是因为菜。还有春季赛呢。ti那个算我表达不清楚。原因确实不是一个人的，但我想你一个核*自然看了vg的比赛，cty有多菜你了然于胸。mdl也算不上全程大腿，但是确实打得还可以。,vaevaevv,23,Maybe终究是能打出来的，CTY则不一定
kan kan bei,spawn1984,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
这坟要被挖一辈子了,airster,14,就是想把你据为己有
 可以可以，这很燃烧,黝黑ぺ蜗壳o0,21,Maybe终究是能打出来的，CTY则不一定
。。。。。。。。。,best_carry,22,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
万恶的回复可见,kilacco,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
据为己有,frtsg123,14,就是想把你据为己有
输了不怕，怕得是输了之后再也打不回来。,albus9981,21,Maybe终究是能打出来的，CTY则不一定
哈哈哈就,playmusic,11,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
      ,闭嘴你个喷货,20,就是想把你据为己有
vaevaevv 发表于 2016-6-29 16:21给你预选赛了。根本原因自然是因为菜。还有春季赛呢。预选这么多比赛cty玩法核心里都虚的很生死局放TB选幽鬼单核打TB的阵容就要看团队配合的我们看看第三盘的配合大牛踩三个 有魂有视野 TB没BKB的情况下被团灭能是谁一个人菜能解决的问题？5秒的踩 而且VGR完全没有救人能力 土猫蝙蝠和tb都要晕5秒VG众人在干嘛 萨尔D了100码 最关键是VS秒吼把蝙蝠和TB吼醒来  这只VG不出线我一点都不觉得意外啊，技不如人 拿不到小黑打起来就全靠对面失误和个人能力翻盘,玫瑰老鼠,25,Maybe终究是能打出来的，CTY则不一定
2333333333333333,ycmebb,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
一定是躺在床上心头小鹿乱撞的,NTR酋长·喜当爹,23,就是想把你据为己有
可以可以，这很燃,游园会,22,Maybe终究是能打出来的，CTY则不一定
多久啊,Cheeuong47,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
一定是躺在床上心头小鹿乱撞的,再见南音,21,就是想把你据为己有
muted,绘图软件16,4,就是想把你据为己有
modelsmall 发表于 2016-6-29 15:43这卡尔换maybe玩，结局咋样？？maybe在卡尔上的功力最接近奇迹哥了，真让他来起码有希望赢，不至于是这个样子,Hinasaki,14,Maybe终究是能打出来的，CTY则不一定
多少啊？,绿鸽P,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
。。。。。。。,蓝绫樱柔,22,就是想把你据为己有
这个坟挖的可以,抱歉，打得不错,23,Maybe终究是能打出来的，CTY则不一定
冷冷卧槽,494008775,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
楼上据为己有,Summoning,23,就是想把你据为己有
可以可以,coming123456,24,Maybe终究是能打出来的，CTY则不一定
muted,jiangnn1995,4,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
蓝绫樱柔 发表于 2016-10-22 14:30。。。。。。。。。。。。。。,@Alexander,14,就是想把你据为己有
 隔着屏幕都能感受到熊弟们的笑声,哦哈哟894,15,就是想把你据为己有
。。。。。。。。。。。。。。,Ｍ_AngeL,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
蓝绫樱柔 发表于 2016-10-22 14:30。。。。。。。已经据为己有过了吗？？？？,L_L,14,就是想把你据为己有
好恶心，还尼玛要回复,eason丶,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
蓝绫樱柔 发表于 2016-10-22 14:30。。。。。。。天天挖坟,flyaway_biu,20,就是想把你据为己有
23446534534,瞎扯蛋,22,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
当窝一个人的肉便器好吗？,Horcrux,15,就是想把你据为己有
1321321321,倾其所有。,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
我要把这个帖子据为己有,阿姨，不可以,12,就是想把你据为己有
66666666666,雪皇饶命,11,就是想把你据为己有
我要把这个帖子据为己有,再黑我萌P砍你们全家,23,就是想把你据为己有
Hinasaki 发表于 2016-6-29 16:31maybe在卡尔上的功力最接近奇迹哥了，真让他来起码有希望赢，不至于是这个样子 ...还有个W33，卡尔也是绝活,Lv.niu,14,Maybe终究是能打出来的，CTY则不一定
可以可以，这很燃烧,毛神的等身抱枕,21,Maybe终究是能打出来的，CTY则不一定
cty不是一个称职的中单最合适其实还是c,0saber0,14,Maybe终究是能打出来的，CTY则不一定
我肯定支持maybe,一换一届的耻辱,20,Maybe终究是能打出来的，CTY则不一定
可是就目前来看，两人已经没有可比*了、,妈的智障？,13,Maybe终究是能打出来的，CTY则不一定
可以可以，这很燃烧。,zy87302728,21,Maybe终究是能打出来的，CTY则不一定
”那个人“火线复出,hzpp0601,22,Maybe终究是能打出来的，CTY则不一定
 可以可以，这很燃,Alan_Mini,22,Maybe终究是能打出来的，CTY则不一定
万恶的回复可见,蓝湖冰,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
就是想把妮据为己有,国服第一拉比克,23,就是想把你据为己有
包子在maybe这个年纪已经9冠在手了，不是我针对谁,电竞公职,22,Maybe终究是能打出来的，CTY则不一定
1111111111111111111111111111111,西雅图之星,25,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声,shin_hye,21,就是想把你据为己有
maybe的卡尔有多厉害春季赛看不出来吗？春季赛卡尔全胜，后面全部1ban。maybe打团的技能释放，先后手不知道比cty强到哪去了，cty只赢一手无脑刷。现在cty对线也没那么厉害了，ti5就看出来了，各种迷之被单杀,毕竟毕竟,14,Maybe终究是能打出来的，CTY则不一定
...........................,kimihong,15,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
又特么顶上来了，谁干的,SG.口可口可,23,就是想把你据为己有
这不是事实么，还用你说,hahadota,24,Maybe终究是能打出来的，CTY则不一定
回复可见,默默伐木工,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声为什么又又又又双双双双叒叒叒叒叕叕叕叕粗线了,我是来背锅的,15,就是想把你据为己有
cty输在了狂妄,a65152789,20,Maybe终究是能打出来的，CTY则不一定
如果没有数据，LZ我虚区你100年,qq764900,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
又顶上来了。。。哈哈哈,Summoning,23,就是想把你据为己有
可以可以，这很燃烧  ,啊呀呀呀,22,Maybe终究是能打出来的，CTY则不一定
举报了再说。,小小风行者,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
我猜一半都不到,saber-gx,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
为什么又又又又双双双双叒叒叒叒叕叕叕叕粗线了,只吃放心肉,23,就是想把你据为己有
过了一年多再看，lz真尼玛准,chen2013,14,Maybe终究是能打出来的，CTY则不一定
muted,qrerqi23,4,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
小鹿乱撞，据为己有哈哈哈哈,孙权我期望,15,就是想把你据为己有
可以可以，这很燃烧  ,myayanami,21,Maybe终究是能打出来的，CTY则不一定
我就看看,x4506x,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
主要是女主角问感情问题了。,hermes1988666,15,就是想把你据为己有
今天是疯狂挖坟的一天啊,silverdawn,20,Maybe终究是能打出来的，CTY则不一定
回复可见,起名很矫情！,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
就是想把你据为己有 ,曼联国王,22,就是想把你据为己有
treefern 发表于 2016-6-29 16:10大牛踩住5秒你和我说没输出环境……大牛和卡尔搭配远好于抄袭和卡尔搭配。踩住了你卡尔技能再空麻烦就 ...是的，而且感觉R神的大牛也没打出作用，能接的技能也不厉害，也没能拖到大后期,ydyd,23,Maybe终究是能打出来的，CTY则不一定
vvvvvvvvvvvvvvvvvvvv,killest,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
#在这里快速回复#隔着屏幕都能感受到熊弟们的笑声  ,李1,25,就是想把你据为己有
事不由人 发表于 2016-6-29 16:08既然选了SPE  完全可以让大牛4啊，3号位选一个有节奏能力的，VG这阵容  SPE1.大牛3，萨尔，VS     指望火 ...对啊，R神就DS潮汐呀，蝙蝠以前虽然也经常空大，但节奏还能看，现在也不行了，别的什么大鱼之类就更别说了。。。。,ydyd,23,Maybe终究是能打出来的，CTY则不一定
回复可见,Fade,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
谁干的，怎么又挖上来,SkyBig,22,就是想把你据为己有
小鹿乱撞，据为己有哈哈哈哈,专注三十年,14,就是想把你据为己有
可以可以，这很燃烧,我去下路保敌法,22,Maybe终究是能打出来的，CTY则不一定
哈哈哈就,tiannong1212,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
公约好可怕万一掏出来比你大怎么办。。。,Pink_you,21,就是想把你据为己有
今天是疯狂挖坟的一天啊,逐水流,21,Maybe终究是能打出来的，CTY则不一定
报警0         ,太菜带不动,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
看看。。。,onlyjjj5,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
一定是躺在床上心头小鹿乱撞的,Pink_you,21,就是想把你据为己有
HUIFUNIMEI A ,神一样的我,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
看一次笑一次哈哈哈哈哈,hsliucow,22,就是想把你据为己有
看看    多少时间,billsmsm,14,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
据为己有！哈哈,维斯李,15,就是想把你据为己有
壮哉我方丈,donghao6851,11,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声,buxiangshuohua,23,就是想把你据为己有
为了看也只能回复了,audience,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
怎么看不到内容呢，sg菜鸟求sg科普各种名词,maheegun,11,就是想把你据为己有
职业圈最努力的甲鱼 DOTA2游戏时间起码是Fear的2倍! 3W真真的! ,aaron5215,23,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
#在这里快速回复#本主题由 hermes1988666 于 17 分钟前 限时高亮,摇摆精致,24,就是想把你据为己有
本主题由 hermes1988666 于 半小时前 限时高亮,ksly_godzilla,14,就是想把你据为己有
这坟可以的,冰红茶真好喝,22,Maybe终究是能打出来的，CTY则不一定
可以可以  铲子完美,盛夏光年TIMOK,15,Maybe终究是能打出来的，CTY则不一定
可以可以  铲子完美,浮生的刹那,21,Maybe终究是能打出来的，CTY则不一定
可以可以，这很燃烧,★☆★☆★☆,20,Maybe终究是能打出来的，CTY则不一定
 这坟可以的,chuangshishen,20,Maybe终究是能打出来的，CTY则不一定
 包子在maybe这个年纪已经9冠在手了，不是我针对谁,乔艾莉邦尼,22,Maybe终究是能打出来的，CTY则不一定
这坟可以的 ,yqwshuai,23,Maybe终究是能打出来的，CTY则不一定
包子在maybe这个年纪已经9冠在手了,yqwshuai,23,Maybe终究是能打出来的，CTY则不一定
可以可以  铲子完美,骷髅@JOKER~,21,Maybe终究是能打出来的，CTY则不一定
脏还是妮脏啊,田村大魔王,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声  ,轻语青玉,13,就是想把你据为己有
可以可以+,火羽白,20,Maybe终究是能打出来的，CTY则不一定
万恶的回复可见,justinsn,15,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
公约好可怕 万一掏出来比你大怎么办。。。,由于种种原因,13,就是想把你据为己有
包子在maybe这个年纪已经9冠在手了，不是我针对谁  ,daoshi,20,Maybe终究是能打出来的，CTY则不一定
2w?3w?估计就1w不到吧,luoarthas,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声,liuxuan5120,23,就是想把你据为己有
LGD来打预选赛 能百分之百出线？,张琳琳,22,Maybe终究是能打出来的，CTY则不一定
 哈哈哈 ,超级一大坨,24,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
这立马也要回复~,642214154,12,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声 ,hzpp0601,22,就是想把你据为己有
可以可以  铲子完美,worldtrue,23,Maybe终究是能打出来的，CTY则不一定
回复看答案,不带节奏看节奏,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声,骷髅@JOKER~,21,就是想把你据为己有
张琳琳123 发表于 2016-6-30 09:17LGD来打预选赛 能百分之百出线？能，因为他是TI6冠军，谢谢,yujiacyl,23,Maybe终究是能打出来的，CTY则不一定
看下不过分吧,冰封的西瓜,21,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
万恶的回复可见,REXTING,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
就你也想把她据为己有？！,AiKaWaNaNa,21,就是想把你据为己有
yujiacyl 发表于 2016-6-30 09:36能，因为他是TI6冠军，谢谢卜好意思 忘了,张琳琳,22,Maybe终究是能打出来的，CTY则不一定
111111111111,有瓶冰红茶,20,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
6555585445,charlotte,13,"已知Fear的DOTA2游戏时间是18,726小时,猜猜ZSMJ的DOTA2游戏时间?"
隔着屏幕都能感受到熊弟们的笑声,Dannyue,21,就是想把你据为己有
yujiacyl 发表于 2016-6-30 09:36能，因为他是TI6冠军，谢谢卜好意思 忘了,张琳琳,22,Maybe终究是能打出来的，CTY则不一定
