comment,nickname,rank,tilte 
新的死人料！！！操他妈的奶粉双雄,bone322,23,听说。。pain的10杀从3.25被买成0.25
pwj2012 发表于 2018-3-6 14:31妖兽都市跟黎明初见那晚真是美湿身  我的天 不要太漂亮了  眼神简直满分,柚子控,24,前几天在电视上又看了方世玉系列，年轻时候的李嘉欣
前女友和李嘉欣八分像 眼睫毛还要更翘更长 只可惜处了几年腻了分手了 没jb,yyks,15,前几天在电视上又看了方世玉系列，年轻时候的李嘉欣
狗头人天天晚上听你们啪啪啪？,rva,15,有上海的狗头人兄弟租房的嘛
狗头人上海租不起房,sgsg1234,13,有上海的狗头人兄弟租房的嘛
狗头人天天晚上听你们啪啪啪？,飞翔的坑卢,22,有上海的狗头人兄弟租房的嘛
窝没得选,@0214,24,熊弟们介意女朋友不是处女吗？
点了立即绑定之后跳转页面一片空白。,不朽锅,14,超玩通行证升级改版公告！
不朽锅 发表于 2017-4-23 13:55点了立即绑定之后跳转页面一片空白。你用的什么浏览器啊,杰米尼,1,超玩通行证升级改版公告！
NTR酋长·喜当爹 发表于 2017-4-22 12:28那个竞猜中心的账号用旧手机注册的。现在连登陆都要用短信认证，进不去了，GG ...刚刚短信中心已经好了，你在试试,杰米尼,1,超玩通行证升级改版公告！
来了来了,热带雨林,23,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,少女的黑丝,15,水友们有走过旱道吗？
又是我最喜欢的汤姆猫变态投票,satsujinki丶,14,水友们有走过旱道吗？
MervYn1976 发表于 2018-3-3 13:19妮说的太对了，然而狗头人们连生活都搞不定哪有时间品鉴艺术啊能上的起网 还知道B站真的不算最底层的狗头人了 但是其他的没跟上。,爱斯基毕业,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
demonnero 发表于 2018-3-3 16:32有些好东西现在好难接触到啊 回家一开电视铺天盖地的垃圾电影 不过还好翻出以前葛优的贺岁片 和我妈一起 ...中国的娱乐产业 说市场化的部分，说白了都是一群最不入流的人在搞，就知道赚钱。没个长远眼光，劣币驱逐良币，有入流的人也被驱逐了。说国家引导吧  国家扶持的那些产业又都是一坨X 官老爷又放不开手脚所以你打开电视电脑，里面的内容90%面向的是广大农村，大学以下文化的厂妹厂哥。在官老爷眼里，娱乐产业都是下九流的玩意  你见过哪个娱乐公司招人：985 本硕学历 这样要求985本硕的人又有哪个会去投身娱乐圈。环境太差 根本产生不了好的文娱产品。,爱斯基毕业,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
再见南音 发表于 2018-3-3 16:40经济虽然发展了  文化建设没跟上 90%的百姓审美水准低下 基本没经过美术、音乐、文学方面的审美教育绝大 ...中国的基本盘在农村 乡镇 90%的底层狗头人稳住了他们 这个LFY的tong zhi就没问题像你这种小资的需求根本NOBODY CARE别说需求了  你的一切可以说LFY想拿走就拿走 分分钟的事。,爱斯基毕业,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
这日子没法过了 发表于 2018-2-22 22:11我有个4位数短id的斗鱼直播间 需要不哇哦，这么厉害吗,我的军团像bone7,21,直播了一个月了，看看我的成果
热带雨林 发表于 2018-2-22 23:47上次直播学xi的那个兄弟？是啊，其实一般是播单机游戏的,我的军团像bone7,21,直播了一个月了，看看我的成果
力灬多 发表于 2018-2-22 22:35两百还不多？刚开播、没名气、没推广，你这两百怎么挣来的？直播内容很有趣？ ...靠好哥哥送钱啊，呜呜呜,我的军团像bone7,21,直播了一个月了，看看我的成果
来了来了,Dilemmazcy,21,3月06日赛事预告：16点NaVi对阵VP
最吊的还是故事里总会有那种非人类的种族，长得和人类一个外表，还贼TM漂亮，关键还会给人类透。理智通透，如果现实生活中，有一个跟人类相近的种族，长相都是8-9分，你会选择？,不学有术,15,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
" 昨天看直播就看到这一幕,就想问问谁知道当时国土心理活动是啥",cogrey,14,当时国土到底在想什么
 虽然经常黑军犬，但还是希望他练起来和噜噜一起拿点冠军，打职业最怕没廉耻心，有奶粉双雄这种已经不要脸的选手，vg已经没救了,Abraham13,14,军犬比赛完还一直在打路人
 你觉得路飞赢了卡二吗？,Evilswarme_Ohio,12,看海贼的进
叫sccc戏精应该是sg里罗王开的头，倒是叫老陈戏精戏皇不懂是哪里开始的节奏,MyFlimy233,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
还有人看这到处山寨的玩意吗？,yxedward,23,万合天宜那几个谁看着最想笑
 本帖最后由 cyanidor 于 2018-3-5 14:53 编辑 王大锤和柯达可以作为核心，子墨的设定可以适当客串，孔连顺那个梗玩太多了，本煜和小爱特色不够明显，当配角比较合适,cyanidor,15,万合天宜那几个谁看着最想笑
柯达鸭007自笔,haly,13,万合天宜那几个谁看着最想笑
就这个major来看说的没错,vhshhzhy,14,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
傻狗说得，窝赛垃圾说不得？,eurus,14,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
西恩都没人比得过奇迹憋的成绩，谁不会犯蠢啊，塞垃圾在eh那表现。,吾愿横渡,21,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
峰哥希望小白鸽陈彦川滚去吃鸡区，下面8rotk滚去虎牙，自己和爱妃566买断比赛版权，独占斗鱼刀区,余半闲,12,dota2的预算养着跳伞主播算不算打压dota2这个游戏
算（枫哥除外）,badbyeee,14,dota2的预算养着跳伞主播算不算打压dota2这个游戏
。。。峰哥牛逼。,马小虎不马虎,23,dota2的预算养着跳伞主播算不算打压dota2这个游戏
老戏骨U9-88,再见南音,21,整天戏皇戏皇的，到底谁是戏精的巅峰
峰哥吧 老戏骨了          ,摇摆精致,24,整天戏皇戏皇的，到底谁是戏精的巅峰
棋逢对手，难解难分,ANDYYYY,14,整天戏皇戏皇的，到底谁是戏精的巅峰
88 budren  ,18772246881,21,我还有希望么，朋友们？
嗯,hercMoray,22,我还有希望么，朋友们？
嗯嗯嗯嗯嗯嗯嗯嗯,yanice,22,我还有希望么，朋友们？
你好像有点多疑。。。,来看看,23,水友们 我被绿了吗？
又不结婚，被绿了有jb事啊，还不如加进去一起3p咧,放松放松分,22,水友们 我被绿了吗？
绿了绿了。,y1152564344,14,水友们 我被绿了吗？
沙王哥好像是六十多名啊…尼玛沙王就是用来打选小娜迦萨尔的，还送得那么肥，真把对手当鸡了吧,fubenb,23,听说。。pain的10杀从3.25被买成0.25
,我可以反杀,25,听说。。pain的10杀从3.25被买成0.25
,酱油dang,15,听说。。pain的10杀从3.25被买成0.25
wuyu1012 发表于 2018-3-6 14:32前段时间又看了倩女幽魂，然后当天晚上梦里就把李嘉欣给透了她的假小子装扮也好可爱的真的超级漂亮呀,柚子控,24,前几天在电视上又看了方世玉系列，年轻时候的李嘉欣
yyks 发表于 2018-3-6 14:34前女友和李嘉欣八分像 眼睫毛还要更翘更长 只可惜处了几年腻了分手了 没jb ...我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马我草泥马,柚子控,24,前几天在电视上又看了方世玉系列，年轻时候的李嘉欣
473482619 发表于 2017-4-22 12:22第一次QQ登录没任何问题，但是退出登录第二次或者登录其他帐号时，老是自动转到http://passport1.sgamer.co ...论坛退出了之后暂时需要在http://bet.sgamer.com/退出，技术正在处理,杰米尼,1,超玩通行证升级改版公告！
傲断苍穹 发表于 2017-4-22 00:06pc退了之后点立即绑定就*出个空白页面，登陆不了现在在试试,杰米尼,1,超玩通行证升级改版公告！
5年老包粉，8年老雪民，10年小尿布，300年老鳖孙,孟子翔,15,水友们有走过旱道吗？
不能全选不舒服,sgerandsber,23,水友们有走过旱道吗？
"读个本科就一定知道艺术这东西?,大多不也就背书出来的,还要懂艺术欣赏....国内文化教育对这方面本来就没什么投入,特别知名高中,恨不得把所有语数英外的所有课全部拿了上了,在学校这些东西根本就学不到的",♡_-_怪獸b、,20,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
爱斯基毕业 发表于 2018-3-3 12:21经济虽然发展了  文化建设没跟上 90%的百姓审美水准低下 基本没经过美术、音乐、文学方面的审美教育绝大 ...18年了还有这种人？,dsdsad,21,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
哭了哭了还有200块,姜妍二胖,23,直播了一个月了，看看我的成果
 哭了哭了还有200块,千坟冢,20,直播了一个月了，看看我的成果
杰尼杰尼！,驻马店指挥官,14,3月06日赛事预告：16点NaVi对阵VP
来了来了,zzzmh123la,14,3月06日赛事预告：16点NaVi对阵VP
来了来了          ,lampolouche,21,3月06日赛事预告：16点NaVi对阵VP
要真有这么个种族 能让人类灭绝,sgerandsber,23,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
一个各方面都长得像人类只是多了个长耳朵之类的物种和一般的动物那能是一回事吗,kongzhou,21,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
,eurus,14,当时国土到底在想什么
在脑海里把剧本过一遍,我要三单sub10,25,当时国土到底在想什么
本主题由 小九月 于 半小时前 审核通过,hercMoray,22,军犬比赛完还一直在打路人
虽然经常黑军犬，但还是希望他练起来和噜噜一起拿点冠军，打职业最怕没廉耻心，有奶粉双雄这种已经不要脸的选手，vg已经没救了,n十六夜咲夜,24,军犬比赛完还一直在打路人
虽然经常黑军犬，但还是希望他练起来和噜噜一起拿点冠军，打职业最怕没廉耻心，有奶粉双雄这种已经不要脸的选手，vg已经没救了,aqishisi,12,军犬比赛完还一直在打路人
你觉得路飞赢了卡二吗？,hercMoray,22,看海贼的进
大妈篇是真的无趣,zhanglvgx,23,看海贼的进
 yyf的小痔疮,天津裴勇俊,13,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
 yyf的小痔疮,rva,15,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
老陈确实担当的起这个名号啊,贩鱼小鸽,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
那时候最火的那会儿我也看到柯达那个b就想笑,kochosei,23,万合天宜那几个谁看着最想笑
卜懂伐木,扭曲的温拿粉,14,万合天宜那几个谁看着最想笑
拿个ti随便说,痛经侍女,22,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
#在这里快速回复# 傻狗说得，窝赛垃圾说不得？,zhhzh0123,21,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
。。。峰哥牛逼。,逆神路西法,26,dota2的预算养着跳伞主播算不算打压dota2这个游戏
算（枫哥除外）          ,小恐龙怕几眼,23,dota2的预算养着跳伞主播算不算打压dota2这个游戏
圣戏皇是耿直的戏皇，谁都能看出来他在演戏，300斤的戏皇是狡猾的戏皇,去他妈的西瓜皮,12,整天戏皇戏皇的，到底谁是戏精的巅峰
 峰哥吧 老戏骨了,天津裴勇俊,13,整天戏皇戏皇的，到底谁是戏精的巅峰
峰哥吧 老戏骨了         ,月不月,23,整天戏皇戏皇的，到底谁是戏精的巅峰
嗯               ,夏天的风-,22,我还有希望么，朋友们？
 没希望了 嗯,来讲道理,21,我还有希望么，朋友们？
说明白啊.3P你不介意 ,wuli惠利,23,水友们 我被绿了吗？
LZ你这样即使没被绿也是迟早的事,卜要把伍打哭,23,水友们 我被绿了吗？
neoc 发表于 2018-3-6 02:19一定要吃的这么难看吗这还真不一定是吃 我一个群里有个老哥下了个八串一256倍就差最后vg 下了一千。最后冲了十个对冲好像 如果是真的那肯定赔率血低,若林刮三,22,听说。。pain的10杀从3.25被买成0.25
neoc 发表于 2018-3-6 02:14 我滚球3.25买了2000 赢了4000多 但是今天liquid哪场我输了10000 妈卖批  液体那场过山车，是人都死，全看命,hercMoray,22,听说。。pain的10杀从3.25被买成0.25
10分10分,Kovac,14,前几天在电视上又看了方世玉系列，年轻时候的李嘉欣
 又是我最喜欢的汤姆猫变态投票,千坟冢,20,水友们有走过旱道吗？
大拇指小司令 半小时前 选项8过分了,丑比比,20,水友们有走过旱道吗？
比蠢我谁也不服 发表于 2018-3-6 11:44@咬人王老师 游药娘的旱道感受是什么样的啊比大娘们的紧多惹,咬人王老师,21,水友们有走过旱道吗？
mydallas 发表于 2018-3-3 14:50普高和职高很多省份是有要求的，比如*苏就是强制一比一。窝就是按统计局的数据大致算了一哈,ZayU,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
    自从移动互联网发达之后全世界都差不多了    国内阿猫阿狗炒作下就能博取眼球，国外YouTube上搞点乱七八糟的噱头也有一堆吃了没事干的人去sub    我感觉区别最大的还是游戏直播平台的区别对待 国内真是一团糟 像国外就好得多，什么游戏就在什么区，不会有老陈白鸽这种奇葩，也不存在YYF这种作为一个主播菜的抠脚，莫名其妙一堆人看的信**仰主播（当然也有可能有，只是我见识少)  而且最关键的，像冯提莫，阿冷这种开个摄像头在LOL区直播发呆的twitch上永远不可能排的上号，当然这跟墙外跟porn有关的东西不限制有关系  要直播有chaturbate，要视频xxhub之类的就不说了 像国内一样，有大量的网站都找不到的屌丝只能看女主播直播聊天唱歌跳舞过瘾，歪果仁估计会觉得这是件荒唐的事情吧。。 每次看到关于这些女主播的事情比看到撸狗的新闻还头痛， 什么阿猫阿狗整个容，花点钱搞个经纪公司炒作一下都能在直播平台当坐台一*，我真是QTMD蛋。,Erepyon,22,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
nova mua    ,SONG男,20,直播了一个月了，看看我的成果
哭了哭了还有200块,ScorpionMercy,20,直播了一个月了，看看我的成果
哭了哭了还有200块,sysssss,23,直播了一个月了，看看我的成果
来了来了,我爱花花,15,3月06日赛事预告：16点NaVi对阵VP
来了来了,kaiteskyre,22,3月06日赛事预告：16点NaVi对阵VP
不支持战狼不是中国人,mamc06,12,我看到很多人无端被扣上东北人帽子后非常生气，不禁想问
老子能把这俩les掰直都成为我的母狗好吧,流氓。兔,15,如果婚后发现老婆是les 你会离婚吗
"replyreload += ',' + 51753545;游客，如果您要查看本帖隐藏内容请回复",S.Ikari,24,一点b数送给大家，水友们周末愉快
举个栗子，小马，wtmsb,vhshhzhy,14,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
小马就有点变态了说实话,kls2012,21,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
哼，菜比！,hercMoray,22,当时国土到底在想什么
哼，菜比！ ,方凌,24,当时国土到底在想什么
虽然经常黑军犬，但还是希望他练起来和噜噜一起拿点冠军，打职业最怕没廉耻心，有奶粉双雄这种已经不要脸的选手，vg已经没救了,阿豆,22,军犬比赛完还一直在打路人
虽然经常黑军犬，但还是希望他练起来和噜噜一起拿点冠军，打职业最怕没廉耻心，有奶粉双雄这种已经不要脸的选手，vg已经没救了,尘封你的笑,23,军犬比赛完还一直在打路人
赢个jb，卡尔看透未来，霸气比挂壁飞厉害，经验比他丰富，尾田想不出办法只能先让卡尔自残，再让挂壁飞开更强的挂，无敌，目测之后挂壁飞的套路基本都这样了,Diekiller,22,看海贼的进
路飞单挑连明哥都赢不了 后面的哪个将星不是开挂赢的？,18772246881,21,看海贼的进
 yyf的小痔疮  ,wuli惠利,23,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
老陈离婚表演写歌纹身健身就有人说他戏精了吧,812622537,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
#在这里快速回复#看这到处山寨的玩意吗？,sspace,22,万合天宜那几个谁看着最想笑
在这里快速回复#看这到处山寨的玩意吗？,基神战士,15,万合天宜那几个谁看着最想笑
现在没什么人看了吧，他们也没继续拍了，作品也没神到哪去，林熊猫的熊猫传完boom好吧,Kitty/Q,15,万合天宜那几个谁看着最想笑
傻狗说得，窝赛垃圾说不得？,独孤的小鱼,15,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
 沙发 地穴刺客杜蕾斯 8 分钟前 傻狗说得，窝赛垃圾说不得？,yxedward,23,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
。。。峰哥牛逼。,不看床戏,20,dota2的预算养着跳伞主播算不算打压dota2这个游戏
算（枫哥除外）,r神我是你的otk,21,dota2的预算养着跳伞主播算不算打压dota2这个游戏
峰哥吧 老戏骨了,cnmlgbnmb,23,整天戏皇戏皇的，到底谁是戏精的巅峰
峰哥虽然牛逼，但是跟戏精三巨头比起来还是菜了点,chenyuyi,21,整天戏皇戏皇的，到底谁是戏精的巅峰
enenenenne,HMNNM,22,我还有希望么，朋友们？
#在这里快速回复#嗯 ,平常心！,21,我还有希望么，朋友们？
上多了sg  哈哈哈,zhangzb,14,水友们 我被绿了吗？
没人注意楼主是谁么？猴子尖啸。,iPugna,24,听说。。pain的10杀从3.25被买成0.25
赌狗牛逼！,fygod352,13,听说。。pain的10杀从3.25被买成0.25
MervYn1976 发表于 2018-3-3 13:20自己考没考上本科心里没b数么13年参加高考的技校丑逼哭惹哭惹,xsr1997,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
是的，我们职高的确实审美情趣有点问题,大拇指小司令,15,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
哭了哭了还有200块,kardel1208,23,直播了一个月了，看看我的成果
哭了哭了还有200块,yxedward,23,直播了一个月了，看看我的成果
NB怎么又在1点，麻蛋,断肠任,22,3月06日赛事预告：16点NaVi对阵VP
我他妈又不是傻逼～双飞8分梦中都不敢想,Nameless~,21,如果婚后发现老婆是les 你会离婚吗
lei了lei了,曼联是冠军,13,一点b数送给大家，水友们周末愉快
,拾年无邪Yc,24,一点b数送给大家，水友们周末愉快
我TM的日了狗了,曼联是冠军,13,一点b数送给大家，水友们周末愉快
人类审美8.9分就透，管他什么种族,▕羁じ绊〩,24,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
举个栗子，小马，wtmsb,路上的小火枪,20,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
我看小说也喜欢看这种西方类种族多的，很多作者世界观水平压根就达不到，写的很多都是臭狗屎,eee天火,14,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
哼，菜比！,rva,15,当时国土到底在想什么
哼，菜比！,一言不合,24,当时国土到底在想什么
有奶粉双雄这种已经不要脸的选手，vg已经没救了,热带雨林,23,军犬比赛完还一直在打路人
全世界最好的戏锅锅？,vermouthyue,11,军犬比赛完还一直在打路人
"肯定不算赢啊.首先卡二主观客观上放水至少放了好几次了.其次,卡二自残了最后,路飞先倒,卡二再倒的.我怀疑卡二是革命军的间谍...最后他问路飞那段话有点深意.路飞躲掉他的攻击不奇怪,他最后没躲掉路飞的攻击太假了.应该是故意的.",L失却,21,看海贼的进
"肯定不算赢啊.首先卡二主观客观上放水至少放了好几次了.其次,卡二自残了最后,路飞先倒,卡二再倒的.我怀疑卡二是革命军的间谍...最后他问路飞那段话有点深意.路飞躲掉他的攻击不奇怪,他最后没躲掉路飞的攻击太假了.应该是故意的.",eurus,14,看海贼的进
贩鱼小鸽 发表于 2018-3-6 11:15老陈确实担当的起这个名号啊但很怪啊，你另起炉灶不行么，抢了戏哥哥的外号，有些帖子都看不出在说谁,hsliucow,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
戏精 影帝不冲突,丨红酒丶冰,24,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
叫兽教你系列不少吊起来打,risahibiku,20,万合天宜那几个谁看着最想笑
质量很低啊，笑不出来,马焦666,22,万合天宜那几个谁看着最想笑
配 不过他也没多强,ME1J,15,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
有自信是好事，问题是现实,consueloguo,26,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
算（枫哥除外）,rva,15,dota2的预算养着跳伞主播算不算打压dota2这个游戏
说白了还是斗鱼觉得花高价买Dota2比赛版权不划算，和什么预算被跳伞分有,mslma,14,dota2的预算养着跳伞主播算不算打压dota2这个游戏
我怎么就提不出这样的问题,路了个尘,11,dota2的预算养着跳伞主播算不算打压dota2这个游戏
峰哥在牌桌上是无敌的,TONGKKKK,21,整天戏皇戏皇的，到底谁是戏精的巅峰
峰哥吧 老戏骨了,cxzdgg,22,整天戏皇戏皇的，到底谁是戏精的巅峰
嗯             ,906322655,14,我还有希望么，朋友们？
嗯嗯嗯嗯嗯嗯,pkuxzz,14,我还有希望么，朋友们？
嗯             ,Diekiller,22,我还有希望么，朋友们？
玩sg玩出优越感的人都有，什么人不能有,TH跳大刺空,20,为什么国内现在是个阿猫阿狗就有一堆粉丝呢
 哭了哭了还有200块,justinzj,22,直播了一个月了，看看我的成果
SONG男 发表于 2018-2-23 09:33nova mua你头像也太怪了,我的军团像bone7,21,直播了一个月了，看看我的成果
哭了哭了还有200块,komawei,22,直播了一个月了，看看我的成果
来了来了,黄色枫叶,20,3月06日赛事预告：16点NaVi对阵VP
来了来了,gaodix,14,3月06日赛事预告：16点NaVi对阵VP
111111111111111111111,Uchiha_Itach,24,3月06日赛事预告：16点NaVi对阵VP
我他妈又不是傻逼～,aqishisi,12,如果婚后发现老婆是les 你会离婚吗
我又卜是,myy8430,20,如果婚后发现老婆是les 你会离婚吗
 别yy惹！窝光是看妮yy都羡慕哭惹  ,飞翔的坑卢,22,如果婚后发现老婆是les 你会离婚吗
来了来了,梦道人,23,我要表白CN Dota，我要上头条！！！
纹身依旧是全世界最好的女孩,cxzdgg,22,8分纹身抽烟女 和 4分乖乖女 你选哪个
你倒是发两张照片让我们看看8分和两分啊。,Apyrite,24,傻狗们，跟女孩聊天真的难吗?
像是个大雕萌妹！,SK-蛋哥,21,一点b数送给大家，水友们周末愉快
唉，又是个平的,468616871,15,一点b数送给大家，水友们周末愉快
举报了             ,拾年无邪Yc,24,一点b数送给大家，水友们周末愉快
eee天火 发表于 2018-3-4 13:01我看小说也喜欢看这种西方类种族多的，很多作者世界观水平压根就达不到，写的很多都是臭狗屎 ...我是觉得现在网文小说作者都喜欢写那种巨大阴谋，不是开天辟地，就是毁灭人类。有点进入误区了，其实像金庸那种国*家恨也挺好的，不过就是把握起来更困难就是了。,不学有术,15,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
卧槽魔戒里那漂亮女精灵不透白不透啊，透了还带入赘，给爵位发圣剑赐魔能，还能气的老丈人一头包……等等，论爽文，好像白皮也干了（开个玩笑，当然托尔金老爷子整个体系加历史奇幻的融入构建是真的吊）,eurus,14,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
哼，菜比！,扭曲的温拿粉,14,当时国土到底在想什么
哼，菜比！,NISIOISIN,22,当时国土到底在想什么
有奶粉双雄这种已经不要脸的选手，vg已经没救了,扭曲的温拿粉,14,军犬比赛完还一直在打路人
有奶粉双雄这种已经不要脸的选手，vg已经没救了,天津裴勇俊,13,军犬比赛完还一直在打路人
还没看到你说的地方,别开枪！是我！,20,看海贼的进
卡二收菜了,dogfe416,20,看海贼的进
卜懂伐木,扭曲的温拿粉,14,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
yyf的小痔疮,hercMoray,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
柯达演曹操老父亲的那集笑boom,孙笑川,14,万合天宜那几个谁看着最想笑
链接来一下哈,gay里gay气,21,万合天宜那几个谁看着最想笑
vhshhzhy 发表于 2018-2-26 21:17就这个major来看说的没错这个major奇迹鳖的tb不够把赛垃圾按在地上打？,sshx,21,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
傻狗说得，窝赛垃圾说不得？,井上远子,22,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
 本帖最后由 nsczlj 于 2018-3-3 11:46 编辑 斗鱼经营策略，隔壁唯一电竞，跳伞唱歌，没一个取得职业荣誉的,nsczlj,15,dota2的预算养着跳伞主播算不算打压dota2这个游戏
峰哥希望小白鸽陈彦川滚去吃鸡区，下面8rotk滚去虎牙，自己和爱妃566买断比赛版权，独占斗鱼刀区,NISIOISIN,22,dota2的预算养着跳伞主播算不算打压dota2这个游戏
TONGKKKK 发表于 2018-3-6 12:42峰哥在牌桌上是无敌的怎么说？,xgxgx,15,整天戏皇戏皇的，到底谁是戏精的巅峰
嗯                 ,月不月,23,我还有希望么，朋友们？
嗯             ,dogfe416,20,我还有希望么，朋友们？
这日子没法过了 发表于 2018-2-22 22:11我有个4位数短id的斗鱼直播间 需要不需要呢，好哥哥在吗，不是6324就行,我的军团像bone7,21,直播了一个月了，看看我的成果
一个月播了多久？,Horcrux,15,直播了一个月了，看看我的成果
Horcrux 发表于 2018-2-23 19:31一个月播了多久？一百小时吧大概,我的军团像bone7,21,直播了一个月了，看看我的成果
来了来了,TILIKUM,14,3月06日赛事预告：16点NaVi对阵VP
。。。我来啦。,马小虎不马虎,23,3月06日赛事预告：16点NaVi对阵VP
奇爱博士xp 发表于 2018-3-4 00:30突然想到雨宫琴音与大槻响的一部片，大槻响把雨宫琴音老公绿了。真的难受！ ...BBBBBBBUH   求传火,arthas14,14,如果婚后发现老婆是les 你会离婚吗
我他妈又不是傻逼～,rva,15,如果婚后发现老婆是les 你会离婚吗
那么哪里才能娶的到呢,marshall802xn,15,如果婚后发现老婆是les 你会离婚吗
来了来了,Pis喜当爹,20,我要表白CN Dota，我要上头条！！！
 lei了lei了,zhaoding,23,我要表白CN Dota，我要上头条！！！
纹身依旧是全世界最好的女孩,小纯情水,23,8分纹身抽烟女 和 4分乖乖女 你选哪个
MervYn1976 发表于 2018-3-4 22:50花臂小且且破费，其他的就算了兄弟，荡妇戳后入不是美滋滋,女孩不要穿短裙,21,8分纹身抽烟女 和 4分乖乖女 你选哪个
你说八分就八分？,放松放松分,22,傻狗们，跟女孩聊天真的难吗?
萨特总是喜欢调戏狗头人,碧湖砍柴的,21,傻狗们，跟女孩聊天真的难吗?
。。。。。。。。,best_carry,22,一点b数送给大家，水友们周末愉快
操，果然是！看那双腿就不像女人腿！,SK-蛋哥,21,一点b数送给大家，水友们周末愉快
eurus 发表于 2018-3-4 13:11卧槽魔戒里那漂亮女精灵不透白不透啊，透了还带入赘，给爵位发圣剑赐魔能，还能气的老丈人一头包……等等， ...托尔金的那部魔戒是真的吊，感觉算是外国版的山海经？构建了一个世界出来,不学有术,15,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
不学有术 发表于 2018-3-4 13:20托尔金的那部魔戒是真的吊，感觉算是外国版的山海经？构建了一个世界出来 ...而且精神内核极高，没有陷入末世世界对“明君”的期待或是陷入虚无主义的绝望，小人物在暗流涌动下依然保持希望，历经千山万水各种诱惑完成了自我救赎,eurus,14,其实我觉得哈利波特以及各种西方魔幻故事里最吊的
哼，菜比！,你好陌生人.,20,当时国土到底在想什么
在脑海里把剧本过一遍,Maoyanan,15,当时国土到底在想什么
邮局港剧，军哥哥的职业态度没得黑,kaikai304,20,军犬比赛完还一直在打路人
要不说他戏多呢,穿着熊,11,军犬比赛完还一直在打路人
我就想看大妈收割，结果毛都没看到,hayyu,22,看海贼的进
卡二收菜了,艾尔德里奇,13,看海贼的进
老陈和草草分手的时候就是戏精了，讲道理比戏哥哥暴露早一点，不过傻狗提起老陈的频率不如戏哥哥,朱自清,20,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
hsliucow 发表于 2018-3-6 11:17但很怪啊，你另起炉灶不行么，抢了戏哥哥的外号，有些帖子都看不出在说谁 ...所以说呢  傻狗一边喷着罗王毫无才华只会阴阳怪气  一边用着戏精泰迪的梗 罗王不创造就想不出新的梗只能把老梗硬套上去   真的real,贩鱼小鸽,22,有一点我不太明白，到底是谁把sccc的戏精称号给了老陈
 柯达鸭007自笔,来讲道理,21,万合天宜那几个谁看着最想笑
柯达的表情和声音都很搞笑,niklausmich,14,万合天宜那几个谁看着最想笑
傻狗说得，窝赛垃圾说不得？,左王子兰,22,赛垃圾觉得奇迹就是个菜逼，你觉得他配说吗？
